,message,created_time,label
147,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-04T03:50:51+0000,*
26,"People need to stand back and think. A tremendous amount of money borrowed to help people and get us through COVID this has to be paid back. The country doesn’t have a bottomless pot of money. Do these strikers think they are the only ones finding life difficult at the moment. What would happen if shop workers all decided to walk out!!! Unions could bring this country to its knees, and I think that is what Labour want 😡😡😡",2023-01-19T06:47:30+0000,*
296,good luck Conservatives they’ve more chance of winning world cup than you have of winning next election.😡,2022-11-21T17:32:14+0000,*
197,The Tories are a laughing stock but make no mistake Labour couldn't handle a wet dream let alone the economy 😂,2022-11-20T23:05:39+0000,*
0,"I wanted to thank you for my present of expulsion, it’s meant my time I would have been secretary of our CLP can be devoted to things that actually make the lives of those in need better.   I hope your Turkey 🦃 is dry!",2022-12-25T11:48:07+0000,*
71,ECHR calls on UK Govt to respond to ‘credible allegations’ of interference in Brexit referendum ▶️ The UK government has been asked by the European Court of Human Rights to respond to a number of ‘credible allegations’ brought by a group of cross-party MPs over alleged Russian interference in the Brexit referendum. ▶️  #Brexit #ECHR #RussianReport   https://www.thelondoneconomic.com/politics/echr-calls-on-uk-govt-to-respond-to-credible-allegations-of-interference-in-brexit-referendum-342167/?fbclid=IwAR3V1PAYR-MvRK1X9wY2Fy3tJGsRZqDtBh_1jJYacYugGQKvkKTslWFDOqE#ld7a3cpz7nd7f2oky7f,2023-01-22T17:57:32+0000,*
196,I love the fact that this is the tory party page and no one is supporting them goes to show how popular you are 😂🤣😂,2022-12-08T16:34:51+0000,*
48,Non Doms are 1/1000 th of the Population.!! 🤣🤣🤣 The reality is that under Labour every household will be paying between 3-5x more under their revamped council/property taxes.,2022-12-11T12:25:24+0000,*
299,What about scotland? 🤣😂🤣 world cups not for everyone,2022-11-21T20:30:01+0000,*
47,Disgusting you have no respect for working people i hate this money business power government  they are not being fair 😡,2023-01-30T23:31:28+0000,*
143,"Deluded, so far removed from your electorate  It’s not working, throwing out magnanimous statements no longer carry impact, every part of the civil service is broken 😡 the country is a mess, councils and government waste is startling, stop treating us like we are simple",2022-12-30T18:49:21+0000,*
13,Sunak should look at his own tax affairs too😂😂 all doing same thing . The tax is for the poor working and wanting minimum wages,2023-01-30T00:56:40+0000,*
4,"🔶🟡 Shell Profits 🟡 Shell profits increased by 53% to £68.1 billion in 2022 due to soaring oil prices, the energy giant has announced. 🟡 No company should be making these kind of outrageous profits out of Putin's illegal invasion of Ukraine. 🟡 Rishi Sunak was warned as chancellor and now as Prime Minister that we need a proper windfall tax on companies like Shell and he has failed to take action. 🟡 Families across the country are struggling to heat their homes and feed their families and this government turns round and says, there is nothing we can do. 🟡 They must tax the oil and gas companies properly and at the very least ensure that energy bills don’t rise yet again in April.",2023-02-02T10:39:12+0000,*
183,REJOIN 🇬🇧🇪🇺🌟,2022-12-30T13:17:29+0000,*
107,Congratulations 👏,2022-12-02T10:09:19+0000,*
122,"How many more years do we have to wait for the Government to resolve the Social Care crisis? And the elderly patients are NOT BED BLOCKERS! They are sick people who have no support when they leave hospital! The elderly are treated as second class citizens in this country. An inconvenience! Stop throwing money at the NHS. The management are not accountable for how it is spent. Still creating overpaid 'box ticking' posts and painting rainbow crossings! None of this helps the patients and the nurses who are struggling to look after them! And what happened to your promise to FINE patients who abuse the NHS by not attending GP and hospital appointments? Do you know how much it has cost? Yes, of course the A & E Depts. are under pressure because hundreds of them have closed completely or are not open 24/7 and the population is out of control! What happened to the fairy story about 40 new hospitals by 2030? Why don't you tell people that this does not mean NEW HOSPITALS, or a major refurbishment and alteration. It may be a major new clinical building on an existing site or a new wing of an existing hospital . Where will you find the doctors, nurses and GP's. ? It will never happen! And how much money have you written off from the furlough scheme that paid people for staying at home? A 5 point plan, a 10 point plan - no one is listening any longer because they do not believe it will happen, especially the small boat issue and the NHS. 😈",2023-01-04T17:08:29+0000,*
295,Good luck I just fuc the country if u can’t pay for the electric come around my house I’ve got millions 🤪,2022-11-21T18:33:57+0000,*
125,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:49+0000,*
143,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:51:38+0000,*
23,Well done Andrew  congratulations 🎉,2022-12-16T09:23:11+0000,*
230,They can’t afford to switch lights 💡 on!! …. Tha killing economy on purpose 🙈🫣 Tell me I’m wrong 😑,2022-12-03T09:18:36+0000,*
6,"🔶🟡 Shell Profits 🟡 Shell profits increased by 53% to £68.1 billion in 2022 due to soaring oil prices, the energy giant has announced. 🟡 No company should be making these kind of outrageous profits out of Putin's illegal invasion of Ukraine. 🟡 Rishi Sunak was warned as chancellor and now as Prime Minister that we need a proper windfall tax on companies like Shell and he has failed to take action. 🟡 Families across the country are struggling to heat their homes and feed their families and this government turns round and says, there is nothing we can do. 🟡 They must tax the oil and gas companies properly and at the very least ensure that energy bills don’t rise yet again in April.",2023-02-02T10:39:20+0000,*
19,Sunak should just call a General Election hold his hands up and say the Tories are finished🤨,2023-01-28T17:31:03+0000,*
132,"This week’s poll, carried out on Wednesday and Thursday, finds:  Lab 46% (+1) Con 25% (-3) 🧡🔶 Lib Dem 9% (+1) Reform 8% (+1) Green 5% (nc) SNP 4% (nc) Others 3% The drop in support for the Conservatives mirrors a drop in confidence in the government – down to net minus 25:  Confident 35% Not Confident 60%",2023-01-06T13:47:35+0000,*
175,Does anyone know if he's wearing the band? It'd be great to win AND have the band shown 💪🏼,2022-11-21T14:34:14+0000,*
131,"Not just any businesses either - arms dealers.  War: it’s fantastic!  And sexy, let’s not forget sexy - like the man himself 😈",2022-11-28T17:44:39+0000,*
131,"Have not seen a policeman walk past my house “on the beat” in over 30yrs, not even in fancy dress. I bet 90% of todays police force wasn’t even born when I last saw one doing the rounds on foot 🥸",2023-01-03T09:50:40+0000,*
173,Happy New year Liberal Democrats 🙂,2023-01-01T00:24:37+0000,*
155,"The sooner the better have a look at the list of Nu—Doms . First thing caught me Eye 3 or 4 of our the biggest Banks. There CEO are Nu-Dom . They pick there wages up on top of there big  Bonuses 🤬🤬🤬, BUT DONT PAY THERE TAXES TO BRITAIN.  Needs  changing NOW",2022-11-24T13:13:32+0000,*
328,Come and knock on my door..You'd get the welcome you so rightly deserve😂 #enoughisenough,2022-11-19T15:11:59+0000,*
72,Move on and stop holding us to account for the mess Brexit has made of our once great country!! 🤫🇬🇧🇪🇺,2023-01-12T16:18:55+0000,*
59,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:44:54+0000,*
2,Great 5000 beds between more than 1250 hospitals. Those 4 beds per hospital will make all the difference 🙄 Please take what remaining nurses we have left in our hospitals for your grand plan. Not like we have a staffing shortage right now.,2023-01-30T17:47:30+0000,*
185,REJOIN 🇬🇧🇪🇺🌟,2022-12-29T23:17:04+0000,*
89,How will he staff them 🤔,2023-01-09T17:53:24+0000,*
135,"It's almost as if Corbyn was right all along 🤔🤔 Nice job backstabbing him, Keithites",2022-11-26T16:09:51+0000,*
322,Seems to spend more time in a plane ✈️ than in No 10 then again has to use all the air miles collected by the bodger Johnson,2022-11-19T15:01:34+0000,*
172,But Happy Christmas is frowned on 😡,2022-12-18T21:57:26+0000,*
120,"How long will this take? 13 years? 🤷 Totally removed from reality, Rishi Sunak delivers yet another set of hollow slogans to justify his sickeningly high pay grade while pensioners lay on trolleys in hospital corridors for 24 hours at a time.",2023-01-07T18:22:17+0000,*
170,What do you mean can catch? They are 🇬🇧 waters 💧,2022-12-22T08:44:40+0000,*
215,The 🤡 who said nurses are aiding Putin 🤣🤣🤣🤣! They're asking for less each than he claimed on expenses for heating his stables FFS !,2022-12-07T18:18:04+0000,*
303,Well done Rishi. Ignore the Luddite’s 👍,2022-11-20T20:04:28+0000,*
265,That's been in planning since 2010 and is estimated to take a minimum of 15 years to build!!!! WTG!! Dipsticks taking the plaudits today for something that should have been near completion but won't be around for flipping ages. Take a bow 🙏,2022-11-29T16:34:10+0000,*
254,Have a gooden.😀,2022-12-01T05:30:31+0000,*
176,Happy New year to you and your family Ed Davey 🙂,2022-12-31T19:10:38+0000,*
47,"👍 News from the Good Law Protect.  👎 A leaked document has revealed which Conservative MPs and Peers funnelled companies through a ‘VIP lane’ for lucrative PPE contracts, without competition.  👎 A staggering £1.6 billion worth of contracts were awarded as a result of referrals from just ten politicians at the heart of the Conservative party.  👎 The leaked list of the 47 companies in the VIP lane, first seen by Politico, can be found here.  https://goodlawproject.org/conservative-politicians-vip-lane/",2023-01-25T11:18:00+0000,*
119,I agree 👍,2022-12-01T09:03:46+0000,*
111,You’ve had 3 in the past couple of months so I would keep quiet if I were you lot 🙈😡😡,2023-01-05T18:49:48+0000,*
261,Good Luck England 🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-11-29T16:34:19+0000,*
20,"Take full advantage of workers more like. Workers protections down the drain, and now you can exploit them harder... Yay 😕",2023-01-23T18:32:32+0000,*
193,Needs to wake up and take advantage of the mess the tories are in !! They are starting to catch up in the polls 😔😔 Andy Burnham next if Keir fails which I pray he doesn't 🙄,2022-11-19T04:08:23+0000,*
17,All the usual moaners moaning 😂 KS4PM 👍,2022-12-17T10:36:00+0000,*
62,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:16:10+0000,*
150,"If as you are demanding,  the NHS should receive a 17% payrise,  I'm assuming that here in Wales that's what we will be getting? After all Wales has recieved a record £18 billion from central government so they should be able to afford it, unless of course they waste it on providing free trees for every household,  endless 20mph signs,  increasing the number of AMs in the Welsh government etc. etc. 🙄",2022-11-25T21:35:46+0000,*
196,What is the plan then 🤔,2022-11-18T21:59:52+0000,*
309,Rishi! See you next Tuesday! 😊👍,2022-11-20T18:20:14+0000,*
111,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:09+0000,*
94,"I've voted Conservative for over 50 years, never again while that rat 🐀 is PM. Just pay the nurse's and stop the graduate policy of nursing and get back to it being a vocation. Pay the front line fit wages.",2023-01-09T13:34:04+0000,*
212,⚡️ Every household across the country is receiving held through our £400 Energy Bill Support scheme on top of our Energy Price Guarantee,2022-12-05T14:33:04+0000,*
30,Liberal Democrat MPs voted against these weak targets to attempt to force the Tories to set far stronger targets. We will continue to campaign to stop sewage dumping for good. Back our campaign today ⬇️ www.libdems.org.uk/stop-sewage,2023-01-26T12:13:26+0000,*
19,I know a few rich Americans that will be rolling their sleeves up. 😅,2022-12-16T16:10:29+0000,*
240,"Keep up the hard work Rishi Sunak  So many challenges but you have the record of calling it right, looking after the people who need help most and taking the hard decisions 👍",2022-12-05T19:26:20+0000,*
330,Thanks for the triple lock payment I look forward to giving most of it back in taxes 🤷‍♂️,2022-11-18T19:13:05+0000,*
154,Somerset Unionist Party 🎉 🎉 🎉,2023-01-03T11:51:50+0000,*
160,REJOIN 🇬🇧🇪🇺🌟,2023-01-02T17:54:00+0000,*
106,Everyone of those items are listed areas that the Conservatives have failed to deliver and have infact made worse. Stop deflecting I am not fooled 😡,2023-01-05T18:21:41+0000,*
46,This will be huge impact on society. Well done 👏🏻,2022-12-12T17:25:03+0000,*
88,"Labour-minds seem  to  be biased and ignore anything but ' small businesses ' , as if other slightly bigger  businesses  don't  matter but  they  bring  prosperity  to  the  community and nationally as well . WHY  IS  THAT ?🥲😝😅😔",2022-12-03T20:36:16+0000,*
50,"There are approximately 60,000 non Doms. They pay either £30,000 or £60,000 fees annually to live here. Just double these fees, then they will stay here spending lots of money, and the tax man will get at least another £2 billion for the NHS. Simples 😉👍",2022-12-11T13:52:27+0000,*
148,"Great,  pro growth, pro business - So we're going to have a proper trade agreement with the EU and Europe 🙂 🙂 🙂",2022-11-24T17:46:34+0000,*
300,"Not a cat in hells chance, you have ruined the party and disenfranchised the members 😡",2022-11-21T18:32:55+0000,*
118,You are taking about solving the five problems you created as through you are doing us a favour 😡,2023-01-05T07:09:03+0000,*
55,"Glad to see they gave Ned a soft blow hammer, doesn't make any dents 😂",2023-01-24T18:09:12+0000,*
143,Yada yada yada! 🥱 😫,2022-11-25T18:36:00+0000,*
327,How about tackling the invasion this country has to put up with tax payers footing the bill which you are shoving under the carpet pull your finger out and get it sorted enough is enough😡😡,2022-11-18T17:53:11+0000,*
10,"What the clown has not mentioned is what settlement he gave to HMRC, eg gave names of associates who also dodged tax to stop him going to prison. More interesting now is that he has interests in the USA, and the IRS is interested. What a clown 🤡",2023-01-29T18:49:34+0000,*
239,"Unless I've missed something, I'm Still waiting on the announcement which was supposed to come in the autumn about how every household benefits from the £400 discount for the energy bills!!  😡",2022-12-05T14:52:42+0000,*
60,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:16:00+0000,*
206,How come we are in this position having to rely on other nations for energy? 🤔,2022-12-07T18:32:50+0000,*
193,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-28T19:56:47+0000,*
70,Brexit it IS. 👏👏👏👏,2023-01-12T16:08:27+0000,*
174,if you do you do if you don't you don't 🙄 I haven't gone so I can't say much. They knew exactly what the country was before it was given it. Just seen score 🤣,2022-11-21T14:26:23+0000,*
285,Powerful words voice of honesty of service with security for the country with successfully this only about be honest in politics do the job well Spoken Uk primer Ministers 🇬🇧👏👏,2022-11-23T16:40:28+0000,*
146,He is after womens vote today... Yawn 😦,2022-11-25T16:39:47+0000,*
14,Absolutely right not to forget. Its a shame though the victims of the Kamir Rouge and the attrocities during the 2nd world war of the Japanese et al dont get the same respect. 🤔,2023-01-27T14:33:01+0000,*
191,Wishing them every bit of luck. Fingers crossed. 💪💪💪🤞,2022-12-10T18:48:18+0000,*
177,"2022-12-20: Dear Sir, #PleaseRT  In an interview with the German magazine Zeit dated December 7, former German Chancellor Angela Merkel “revealed” that the “Minsk Agreement” was intended to “buy time”. ● Click below for the full text! https://toworldmedia.blogspot.com/ ❤ The world's ""special zones"": USA's Mexican border, EU Algeria, Commonwealth 　British Commonwealth - Australia, Okinawa, North Korea, Sakhalin...English, Japanese, French, German　　 https://naganoopinion.blog.jp/  ---------   Rishi Sunak UK’s Prime Minister  Please do your best ----------",2022-12-19T07:15:39+0000,*
183,"Children cannot learn on empty stomachs , great idea Labour 🌹",2022-11-20T12:19:56+0000,*
13,For the working man 🤣 don’t make me laugh. You imbeciles are pushing through the biggest charging clean air zone in Europe in Manchester. For the pleasure to go to work it will cost me an extra £3650 a year for the privilege. Liverpool have refused it. Leeds worked around it. Manchester Labour council lapped it up. Burnham was giving dodgy contracts to his wife’s company. How corrupt can you be really…,2022-12-21T07:58:15+0000,*
15,New Government green initiative. TORY TRIKES A three wheeled equivalent of the Boris Bike. 🚴🏾‍♂️ Especially for those too unstable to ride a bicycle. Rishi Rickshaws will be available for the ultra rich in First Class. 1️⃣  These will be available from the new Ealing HS2 🚅 terminus so that passenger can cycle the remaining five miles into central London.,2023-01-28T18:36:02+0000,*
16,"How anyone can believe this ingenious lot, is beyond me! How much more has to be printed about the fascist tactics of this wannabe tories party for you all to wake up! If you really want to shake up the status quo of both these parties and get real change then no working person nor Labour traditionalist should be voting for this tory B Team nor the tories! Starmer is the epitome of a Tory, and those wanting to put him in No 10 are going to be bitterly disappointed 😢",2022-12-18T12:47:06+0000,*
179,"🤔 strange situation with this windfall tax. The higher the fuel costs, the greater the tax take by the government. So the government will be making far more than the oil companies🤔 🤔 If they add a windfall tax as well, will this not just get added to the net costs of fuel anyway? Which will increase the government tax take even further. 🤔 🤔 I would hazard a guess that the already hard pressed general public will be the real people covering the cost of the windfall tax in the long run along with additional taxes and duties that may get applied.🤔 🤔 So would it really achieve what the simple quick sound bite headline say it will? I very much doubt it…😏 Because currently. For every £100 of fuel you buy at the pumps approximately 70% (£70) is tax, fuel duty and VAT.",2022-11-20T18:23:17+0000,*
93,"I am still confused, where is the £350 million per week the Tories promised for the NHS 🧐 Maybe the Tories need to provide these payments, and stop lying to the public.",2023-01-15T14:51:39+0000,*
65,"Fantastic work Conservatives! It was a work of genius to introduce Christmas shopping and a World Cup drinking session as part of your manifesto. Maybe we could make it an annual thing where everyone spends loads of their yearly savings over the space of a few weeks? That international football competition drinking session would probably have to be every other year though, I’m not sure the nations livers could take it. Again though, inspired thinking to get that MASSIVE 0.1% growth!! Keep up the spectacular job you are doing and keep that blue sky thinking coming our way! 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻",2023-01-13T23:42:07+0000,*
172,Good luck 🍀,2022-11-21T12:06:03+0000,*
166,Is that why we still have vets on the streets whilst the ILLEGALS lash it up in hotels 😡 you speak 💩💩,2022-12-25T18:54:40+0000,*
91,Think Rishi needs to go do some maths classes at least its a start after 12 yrs of underfunding way too late though especially as he wasted 37 billion on a pink elephant called track and trace how much could the 37 billion funded alone in the NHS he should be held accountable allowing such a huge figure of wasted tax payers money 💰 thing he needs maths lessons himself an be held accountable for his mistake as chancellor,2023-01-09T13:49:38+0000,*
166,Half the money collected through business rates goes to ones local council. Would this mean that our residential  council tax bills would increase ? 🤔  😩,2022-11-21T16:50:27+0000,*
287,And we're supposed to be grateful  for it what a joke paid in for over 50yrs years 🤬🤬🤬,2022-11-23T12:36:47+0000,*
23,"Goodness, that’s almost as much as Liz Truss’ ill fated premiership cost the country. Very selective memory 🙈",2023-01-20T12:40:05+0000,*
29,"Tory government is a disgrace, also those who vote for them 💯 in support of nurses",2022-12-15T11:02:34+0000,*
199,"I know who I’d prefer and it’s not Keith! Here’s 6 reasons for starters 👇  ✔️Saved our businesses and jobs through Covid when Keith wanted more lockdowns   ✔️Delivered earliest vaccine when our Keith wanted us in European Medicine Agency  ✔️Honoured the 17.4M when Keith went around our backs  ✔️Providing biggest fuel and cost of living support of an EU country  ✔️Still supporting the NHS, Education, Armed forces  ✔️Still levelling up the forgotten with £600 billion infrastructure spend",2022-11-19T08:35:07+0000,*
168,"Happy New Year! A message from Ed Davey.  There's so much to back on fondly from 2022.  🟡 Those Jubilee street parties which brought communities together after so long kept apart by Covid.  🟡 The Lionesses bringing football home at Wembley, and the men's team on that brilliant run in the World Cup too.  🟡 And another fantastic by-election for the Liberal Democrats in Tiverton and Honiton.",2023-01-01T20:32:28+0000,*
188,Shane you couldn't be bothered to do when you really had the chance....... 🤡🤡🤡🤡,2022-12-29T17:14:06+0000,*
43,"The reason the government won't pay the nurses/doctors  a proper wage is simple, they want the nurses to leave the NHS and go to work for the private companies, who are then in turn paid by the government, this is where all the money is going, The nurses are on a higher wage but get fewer paid holidays and very little (if any) sickness cover. 🤔Nobody is told about this, it just happens by stealth.",2022-12-12T18:56:56+0000,*
82,"That's really going to help the poor people who you have created over the last 10 years, you rich people don't have a clue about the reality of austerity and holding pay back for years, doctors, nurses full time working people having to use food banks due to your plans to get rid of the debt making us all worse off than when you started !!! And your plan🤔get the debt down and keep wages down 🤔 sounds familiar, unless the deal done with Japan is going to help ? 🤔. Clueless absolutely clueless.",2023-01-12T16:56:12+0000,*
252,"Prime Minister, since when is the pay rise for the employees of a privatised company funded by the tax payer?🤣",2022-11-30T16:53:01+0000,*
34,No trolls 🧌 🧌 so far. Betty Smith Simon Nicholls Ken Clarke,2023-01-26T09:13:39+0000,*
179,Wow great way to repackage your mess. Top class gaslighting 👍🏻,2022-12-17T12:01:17+0000,*
248,"Fix the leaking 💦 pipes. How can we be in a drought, surrounded by water. Rivers running across the land and reservoirs.",2022-11-30T17:14:00+0000,*
308,"I am not voting Conservative, talk about betrayal of the Brexit vote. Reform uk is the way forward 🙌",2022-11-21T11:50:39+0000,*
154,"Oh please call him what he is, Siir Kier man of the people 🤣 clearing out those troublesome socialists till only the rich will speak for him. Knight Commander of the Order of the Bath. Inspires confidence in change does it not... sure that's gonna feed the poor.",2022-11-26T23:05:17+0000,*
108,Congratulations ❤️🌹,2022-12-02T10:16:39+0000,*
142,"🟡 Rishi Sunak’s Maths Plan  The prime minister is looking at plans to ensure all pupils in England study maths in some form until the age of 18. Rishi Sunak will announce the aim in his first speech of 2023 later, which he will use to set out his priorities for the year. 🟡 This is an admission of failure from the Prime Minister on behalf of a Conservative Government that has neglected our children's education so badly. 🟡 Too many children are being left behind when it comes to maths, and that happens well before they reach 16. 🟡 The Prime Minister's words mean nothing without the extra funding and staff to make it happen. You don't need a maths A-Level to know it takes more teachers to teach maths to age 18 than to 16.  🟡 Schools are already struggling with a shortage of maths teachers, and the Conservatives have no plan to turn that around. 🟡 If Rishi Sunak is serious about reversing the Conservatives' awful record on numeracy, he should start by cancelling the planned cuts to early years education and come forward with a real plan to recruit and retain the teachers we need.",2023-01-04T14:28:31+0000,*
82,"Hey, at least he drove to that meeting and didn’t use the RAF as a taxi service this time 🙄",2023-01-19T22:41:14+0000,*
52,Proud of you all  best side lost but that's  football ⚽️ 👏,2022-12-11T08:33:51+0000,*
95,Could’ve added Happy Lohri to the punjabis too 🤔,2023-01-14T10:03:16+0000,*
336,That’s it for me.  Stuffed landlords “Again”. Can’t pay my mortgages off early because this lot are taking my money in taxes! So much for Entrepreneurship 🤔 No vote from me until they learn cutting taxes is what stimulates the economy. Maggie will be turning in her grave at this lot! 😡 Better prepare for opposition! 😳,2022-11-17T21:25:23+0000,*
273,Is there a VIP lane to fast track our application? We wont say anything if you wont 😉😉,2022-11-30T06:27:59+0000,*
105,Congratulations 🇬🇧❤️,2022-12-02T10:16:53+0000,*
267,P.S.  You'll need to rush this through the HoL before the end of this session.  At this rate it'll be then end of 2024 before it comes into law.  🤨,2022-11-29T18:40:28+0000,*
289,not really worth a coment the unions are  trying  to help him  by pushing  strikes  when the only answer is  is to get stuck in workhard to pull us out of the posiyion we are due to world influence  and covid and illegal entry to our country 👍🇬🇧,2022-11-22T16:36:43+0000,*
172,Happy new year 🇬🇧 An area the Liberal Democrat’s 🇬🇧 💛 can examine for 2023; Utilities ripping off the public. https://corporatewatch.org/heat-the-rich-part-six-british-gas-centrica/,2023-01-01T10:04:19+0000,*
169,"A question the Liberal Democrat’s 🇬🇧💛 can bring to Parliament in this new year. Why did it take 300 days for the Tories to say they would cancel Russia gas, even though OfGem has not cancelled there operations licence 🧐 It’s almost like the Tories want more Russia oligarch money. https://www.facebook.com/100064800427929/posts/542567184579958/?extid=0&d=n",2023-01-01T14:18:05+0000,*
26,He is the lowest of the low.Crawled out from under a stone.Needs to be squashed 🤨,2023-01-26T22:42:57+0000,*
27,Maybe you MPs could hand over the bribes from China to help him 🤣🤣🤣 .,2023-01-29T11:24:21+0000,*
28,More fraud and corruption at Westminster 😞  https://news.sky.com/story/amp/westminster-accounts-lib-dem-leader-and-ex-cabinet-minister-among-mps-avoiding-taxes-on-second-jobs-12755546,2023-01-27T09:51:29+0000,*
159,A plan for economical growth and make Brexit work? 🤣🤣🤣🤣🤣🤡🤡🤡🤡. Well we are still waiting to hear about your miraculous plans. Or is your plan the same as this so called Tory oven ready deal we were supposed to have with the EU after Brexit?  You are losing all credibility. Sorry to say so... How can you make Brexit work when we all know it doesn't? Do you ever listen to the voice of your electorate or are you only interested in getting to  Downing Street? If you want to win the next GE . Get back to Earth and wake up... Please do...,2022-11-22T19:34:16+0000,*
6,And I hope that you are going to sort out all this corruption too!! 😡,2023-01-27T15:56:22+0000,*
8,We must never forget what those poor souls went through so that it never happens again 💔 RIP,2023-01-27T13:11:40+0000,*
325,Socialist Cons. Membership ditched after 33yrs. Now with Reform Party 🔥😎,2022-11-20T09:42:33+0000,*
