,message,created_time
1037,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:19:28+0000
1038,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:52:10+0000
1042,REJOIN 🇬🇧🇪🇺🌟,2023-01-02T17:54:00+0000
1043,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2023-01-02T17:53:30+0000
1065,"Sounds great in principle, but your priorities are out of sequence.   You cannot enshrine a right to see a GP into law BEFORE you have ensured that there are sufficient GPs available, and how will that be achieved when apparently GPs are already leaving faster than they can be replaced?  If your plan is to financially incentivise 'new' GPs, you would have to make a similar offer to the existing GPs otherwise you would create a massive salary imbalance in the profession, that would not end well 😞  So, all very praiseworthy ideas, but achievable...? What actually is ""your plan""?",2023-01-03T07:16:04+0000
1066,Somerset Unionist Party 🎉 🎉 🎉,2023-01-03T11:52:30+0000
1071,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:52:18+0000
1072,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:21:16+0000
1081,🔟 How many new Prime Ministers? 📈 How much more inflation?  🦠 Will we ever hear from the Covid Enquiry? 🧡 🥇How many Lib Dem by-elections wins? 🗳️ Will there be a General Election?,2023-01-01T09:46:15+0000
1082,Happy New Year everyone all the best for 2023🎊✨️🥳🌈🎉💫🎆🍻!!!,2023-01-01T00:28:32+0000
1083,"Happy New Year! A message from Ed Davey.  There's so much to back on fondly from 2022.  🟡 Those Jubilee street parties which brought communities together after so long kept apart by Covid.  🟡 The Lionesses bringing football home at Wembley, and the men's team on that brilliant run in the World Cup too.  🟡 And another fantastic by-election for the Liberal Democrats in Tiverton and Honiton.",2023-01-01T20:32:28+0000
1084,"A question the Liberal Democrat’s 🇬🇧💛 can bring to Parliament in this new year. Why did it take 300 days for the Tories to say they would cancel Russia gas, even though OfGem has not cancelled there operations licence 🧐 It’s almost like the Tories want more Russia oligarch money. https://www.facebook.com/100064800427929/posts/542567184579958/?extid=0&d=n",2023-01-01T14:18:05+0000
1085,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:52:25+0000
1086,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:21:24+0000
1087,Happy new year 🇬🇧 An area the Liberal Democrat’s 🇬🇧 💛 can examine for 2023; Utilities ripping off the public. https://corporatewatch.org/heat-the-rich-part-six-british-gas-centrica/,2023-01-01T10:04:19+0000
1089,Happy New year Liberal Democrats 🙂,2023-01-01T00:24:37+0000
1090,Happy new year 🥳,2023-01-01T00:10:20+0000
1093,"Happy Woke Year Love and Peace to everyone,  yes even the Trolls 🧌",2023-01-01T09:04:47+0000
1104,Happy New year to you and your family Ed Davey 🙂,2022-12-31T19:10:38+0000
1105,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:21:32+0000
1112,"Pardon me for asking but WHY are mothers sending their own children to school without as much as a slice of toast and peanut butter in their stomachs and expecting the British Education System to become a catering organisation? I have never understood how this all got started to the extent that a Government is responsible for feeding other people's children. I know people are broke, I understand that, I grew up with a single mum who fed us basic food before and after school and made us a sandwich for our lunch. Now, mothers are sending their kids out of their home for food on a permanent basis. I have had dealings with young children at my work and many of them openly said that they only ever eat at school or, on the weekend, at McDonalds. And don't start saying that ""food is expensive"" because I shop carefully and see a loaf of bread reduced to 32 pence, a tub of spread at the regular price of under a pound and peanut butter at the regular price of 85 pence. Two chicken legs at Marks and Spencer, full price, at £1.35 yesterday at the Kensington High Street M&S branch. It seems that mothers have simply given up even trying. My mum sat us three kids down, told us we were in money trouble and that we would just have to do our best. I learned that as 9 year old and I still shop that way. There is more to being a 'mother' than giving birth, there is 'parenting' after and for years. ""A child is not just for benefits."" 🫣",2023-01-04T13:12:25+0000
1114,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:21:46+0000
1115,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-30T21:22:41+0000
1126,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-31T09:33:02+0000
1133,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:21:58+0000
1136,REJOIN 🇬🇧🇪🇺🌟,2022-12-30T13:17:29+0000
1141,Yes yes 👏👏👏,2022-12-31T14:41:19+0000
1150,REJOIN 🇬🇧🇪🇺🌟,2022-12-29T23:17:04+0000
1151,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-29T23:16:46+0000
1156,Engage the electorate into understanding for every problem there is a solution which starts by having a voting system that allows Your vote My vote Our vote to count.  Talk PR in every interview for every question.  Positive point of difference to the other two 🔶,2022-12-29T18:13:54+0000
1159,Shane you couldn't be bothered to do when you really had the chance....... 🤡🤡🤡🤡,2022-12-29T17:14:06+0000
1179,"Excellent speech again. Spoken with direction and clear vision for the future. Unlike Sunak the clown who still thinks banks need bailouts, the public is lazy, and the homeless own companies. I see a few more of Sunaks NHS contract rat friends have been investigated. I wonder how long until each profiteer and donor throws the Tories under the bus 🚌 to escape criminal prosecutions.",2022-12-29T07:58:19+0000
1184,REJOIN 🇬🇧🇪🇺🌟,2022-12-28T20:00:07+0000
1185,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-28T19:58:04+0000
1192,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-28T20:46:52+0000
1200,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-28T19:56:47+0000
1219,You all the same a bunch off well dressed snakes 🐍you will get what you deserve people won’t forget who destroyed world economy 😡,2022-12-27T17:24:59+0000
1258,🇬🇧🇪🇺🌟,2022-12-27T19:32:20+0000
